row,name,meta,address,phone,zip
892,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.2 miles
16-22 Central Avenue Far Rockaway 11691
(718)471-8671
Handicap Accessible",16-22 Central Avenue Far Rockaway 11691,(718)471-8671,11691
893,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 14.71 miles
88-02 Rockaway Beach Boulevard Rockaway Beach 11693
(718)471-8671
Handicap Accessible",88-02 Rockaway Beach Boulevard Rockaway Beach 11693,(718)471-8671,11693
894,NEW YORK FOUNDLING,"Distance: 13.05 miles
109-89 203rd Street, Rm 427 Saint Albans 11412
(917)485-7580
Handicap Accessible","109-89 203rd Street, Rm 427 Saint Albans 11412",(917)485-7580,11412
895,NEW YORK FOUNDLING,"Distance: 4.52 miles
41 W 117 St, RM 230, NY NY 10026 New York 10026
(917)485-7580
Handicap Accessible","41 W 117 St, RM 230, NY NY 10026 New York 10026",(917)485-7580,10026
896,NEW YORK FOUNDLING,"Distance: 6.39 miles
600 St. Ann's Avenue, Room 127 Bronx 10455
(917)485-7580
Handicap Accessible","600 St. Ann's Avenue, Room 127 Bronx 10455",(917)485-7580,10455
897,NORTH BABYLON DAY TREATMENT PROGRAM (NYSOMH),"Distance: 33.82 miles
550 Mount Avenue West Babylon 11704
(631)491-4355
Handicap Accessible",550 Mount Avenue West Babylon 11704,(631)491-4355,11704
898,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 2.35 miles
2 Allen Street, Suite 4K New York 10002
(212)426-3400
Handicap Accessible","2 Allen Street, Suite 4K New York 10002",(212)426-3400,10002
900,NORTHWELL / LENOX HILL HOSPITAL,"Distance: 2.06 miles
210 East 64th Street, 4th Floor New York 10065
(212)343-3365
Handicap Accessible","210 East 64th Street, 4th Floor New York 10065",(212)343-3365,10065
903,NORTHWELL / STATEN ISLAND UNIVERSITY HOSPITAL,"Distance: 19.11 miles
375 Seguine Avenue, 2nd Floor Staten Island 10305
(718)226-2800
Handicap Accessible","375 Seguine Avenue, 2nd Floor Staten Island 10305",(718)226-2800,10305
904,NYC HEALTH + HOSPITALS / ELMHURST,"Distance: 4.94 miles
600 East 125th Street New York 10035
(718)579-4061
Handicap Accessible",600 East 125th Street New York 10035,(718)579-4061,10035
905,"NYC HEALTH + HOSPITALS / GOUVERNEUR, A GOTHAM HEALTH CENTER","Distance: 1.63 miles
540 13th Street New York 10019
(212)387-7400
Handicap Accessible",540 13th Street New York 10019,(212)387-7400,10019
906,NYC HEALTH + HOSPITALS / QUEENS,"Distance: 3.47 miles
185 Marcy Avenue Brooklyn 11211
(718)579-4061
Handicap Accessible",185 Marcy Avenue Brooklyn 11211,(718)579-4061,11211
907,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.96 miles
1371 46th Street Rm 601 Brooklyn 11219
(718)875-6900
Handicap Accessible",1371 46th Street Rm 601 Brooklyn 11219,(718)875-6900,11219
908,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 4.23 miles
Assorted Brooklyn 11206
(718)875-6900
Handicap Accessible",Assorted Brooklyn 11206,(718)875-6900,11206
909,"PROMESA RESIDENTIAL HEALTH CARE FACILITY, INC. DBA CASA PROMESA","Distance: 8.31 miles
1776 Clay Ave Bronx 10457
(347)352-2500
Handicap Accessible",1776 Clay Ave Bronx 10457,(347)352-2500,10457
910,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 8.31 miles
1776 Clay Avenue, 1st Floor Bronx 10457
(718)960-7503
Handicap Accessible","1776 Clay Avenue, 1st Floor Bronx 10457",(718)960-7503,10457
911,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 7.23 miles
915 Westchester Avenue, 2nd Floor Bronx 10459
(718)764-1570
Handicap Accessible","915 Westchester Avenue, 2nd Floor Bronx 10459",(718)764-1570,10459
913,SAGAMORE CHILDREN'S PSYCHIATRIC CENTER,"Distance: 50.43 miles
440 Waverly Avenue Patchogue 11772
(518)549-5272
Handicap Accessible",440 Waverly Avenue Patchogue 11772,(518)549-5272,11772
914,SAMARITAN DAYTOP VILLAGE INC,"Distance: 6.55 miles
477-481 Willis Ave Bronx 10455
(718)292-4455
Handicap Accessible",477-481 Willis Ave Bronx 10455,(718)292-4455,10455
915,SAMARITAN DAYTOP VILLAGE INC,"Distance: 23.17 miles
620 Route 303 Blauvelt 10913
(845)353-2730
Handicap Accessible",620 Route 303 Blauvelt 10913,(845)353-2730,10913
916,SAMARITAN DAYTOP VILLAGE INC,"Distance: 4.63 miles
988 Myrtle Avenue Brooklyn 11206
(646)856-4351
Handicap Accessible",988 Myrtle Avenue Brooklyn 11206,(646)856-4351,11206
917,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,"Distance: 6.18 miles
500 Bergen Avenue Bronx 10455
(212)675-1000
Handicap Accessible",500 Bergen Avenue Bronx 10455,(212)675-1000,10455
918,"THE BRIDGE, INC","Distance: 4.05 miles
248 West 108th Street New York 10025
(212)663-3000
Handicap Accessible",248 West 108th Street New York 10025,(212)663-3000,10025
919,THE CHILDREN'S AID SOCIETY,"Distance: 4.86 miles
117 West 124th Street; Limitation: Not Accepting New York 10027
(917)816-8841
Handicap Accessible",117 West 124th Street; Limitation: Not Accepting New York 10027,(917)816-8841,10027
920,"THE FIFTH AVENUE COUNSELING CENTER, INC.","Distance: 0.77 miles
5 East 17th Street New York 10003
(347)432-4757
Handicap Accessible",5 East 17th Street New York 10003,(347)432-4757,10003
921,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 11.79 miles
5625 Arlington Avenue Bronx 10471
(718)365-4044
Handicap Accessible",5625 Arlington Avenue Bronx 10471,(718)365-4044,10471
922,THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 7.2 miles
950 Union Avenue Bronx 10459
(718)365-4044
Handicap Accessible",950 Union Avenue Bronx 10459,(718)365-4044,10459
923,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 15.08 miles
6603 Beach Channel Avenue Arverne 11692
(718)471-8671
Handicap Accessible",6603 Beach Channel Avenue Arverne 11692,(718)471-8671,11692
924,TRI CENTER INC,"Distance: 3.81 miles
175 Remsen Street Brooklyn 11201
(212)268-8830
Handicap Accessible",175 Remsen Street Brooklyn 11201,(212)268-8830,11201
925,UNION SETTLEMENT/JOHNSON COUNSELING CENTER,"Distance: 3.94 miles
131 East 104th Street New York 10029
(212)828-6144
Handicap Accessible",131 East 104th Street New York 10029,(212)828-6144,10029
926,"UPPER ROOM AIDS MINISTRY, INC.","Distance: 4.91 miles
123-125 West 124th Street New York 10027
(212)531-1300
Handicap Accessible",123-125 West 124th Street New York 10027,(212)531-1300,10027
927,"WELLLIFE NETWORK, INC.","Distance: 43.06 miles
11 Route 111 Smithtown 11787
(631)920-8306
Handicap Accessible",11 Route 111 Smithtown 11787,(631)920-8306,11787
929,"WELLLIFE NETWORK, INC.","Distance: 9.09 miles
142-02 20TH Avenue, 3rd Floor Flushing 11351
(718)559-0527
Handicap Accessible","142-02 20TH Avenue, 3rd Floor Flushing 11351",(718)559-0527,11351
930,"WESTCHESTER JEWISH COMMUNITY SERVICES, INC.","Distance: 37.81 miles
1101 Main Street Peekskill 10566
(914)761-0600
Handicap Accessible",1101 Main Street Peekskill 10566,(914)761-0600,10566
931,ACMH INC.,"Distance: 5.12 miles
44 Convent Ave New York 10027
(646)506-3100
Handicap Accessible",44 Convent Ave New York 10027,(646)506-3100,10027
932,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 3.28 miles
154 W 93rd St, Rm B21 New York 10025
(646)459-6165
Handicap Accessible","154 W 93rd St, Rm B21 New York 10025",(646)459-6165,10025
933,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 5.03 miles
1841 Park Avenue New York 10035
(646)459-6155
Handicap Accessible",1841 Park Avenue New York 10035,(646)459-6155,10035
935,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 2.58 miles
411 Pearl St, Rooms 137H & 229 New York 10038
(646)459-6165
Handicap Accessible","411 Pearl St, Rooms 137H & 229 New York 10038",(646)459-6165,10038
937,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.21 miles
1710 Webster Avenue, Room 3207B Bronx 10452
(718)231-3400
Handicap Accessible","1710 Webster Avenue, Room 3207B Bronx 10452",(718)231-3400,10452
938,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 8.37 miles
1716 Southern Blvd, Room 307A Bronx 10460
(718)231-3400
Handicap Accessible","1716 Southern Blvd, Room 307A Bronx 10460",(718)231-3400,10460
939,BETH ISRAEL MEDICAL CENTER,"Distance: 1.29 miles
10 Nathan D Perlman Place New York 10003
(718)252-3000
Handicap Accessible",10 Nathan D Perlman Place New York 10003,(718)252-3000,10003
940,"BROOKLYN CENTER FOR FAMILIES IN CRISIS, INC.","Distance: 8.84 miles
1309-1311 Foster Avenue Brooklyn 11230
(718)282-0010
Handicap Accessible",1309-1311 Foster Avenue Brooklyn 11230,(718)282-0010,11230
941,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 8.56 miles
1623 Flatbush Avenue - 2nd Floor Brooklyn 11210
(718)722-6001
Handicap Accessible",1623 Flatbush Avenue - 2nd Floor Brooklyn 11210,(718)722-6001,11210
942,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","Distance: 9.47 miles
2037 Utica Avenue - 2nd Floor Brooklyn 11234
(718)722-6001
Handicap Accessible",2037 Utica Avenue - 2nd Floor Brooklyn 11234,(718)722-6001,11234
945,CATHOLIC GUARDIAN SERVICES,"Distance: 9.34 miles
1990 Westchester Avenue Bronx 10462
(718)792-9937
Handicap Accessible",1990 Westchester Avenue Bronx 10462,(718)792-9937,10462
947,FORTUNE SOCIETY INC,"Distance: 3.26 miles
29-76 Northern Blvd Long Island City 11101
(212)691-7554
Handicap Accessible",29-76 Northern Blvd Long Island City 11101,(212)691-7554,11101
948,GATEWAY COUNSELING CENTER,"Distance: 12.92 miles
735 East 239th Street Bronx 10466
(718)325-5021
Handicap Accessible",735 East 239th Street Bronx 10466,(718)325-5021,10466
949,GATEWAY COUNSELING CENTER INC.,"Distance: 12.92 miles
735 East 239th Street Bronx 10466
(929)237-7229
Handicap Accessible",735 East 239th Street Bronx 10466,(929)237-7229,10466
950,"GAY MEN'S HEALTH CRISIS, INC.","Distance: 0.53 miles
307 West 38th Steet New York 10018
(212)367-1000
Handicap Accessible",307 West 38th Steet New York 10018,(212)367-1000,10018
951,"GREENWICH HOUSE, INC","Distance: 1.16 miles
27 Barrow Street, 3rd Floor New York 10014
(212)242-4140
Handicap Accessible","27 Barrow Street, 3rd Floor New York 10014",(212)242-4140,10014
952,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 1.95 miles
166 Essex Street, Rooms 248, 250 and 256 New York 10002
(917)929-7695
Handicap Accessible","166 Essex Street, Rooms 248, 250 and 256 New York 10002",(917)929-7695,10002
953,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.46 miles
293 East Broadway, Rooms 201. 203 and 426 New York 10002
(917)929-7695
Handicap Accessible","293 East Broadway, Rooms 201. 203 and 426 New York 10002",(917)929-7695,10002
954,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.51 miles
351 Madison Street New York 10002
(212)233-5032
Handicap Accessible",351 Madison Street New York 10002,(212)233-5032,10002
955,HENRY STREET SETTLEMENT COMMUNITY CONSULTATION CENTER,"Distance: 2.46 miles
40 Montgomery Street, 1st Floor and Cellar New York 10002
(212)233-5032
Handicap Accessible","40 Montgomery Street, 1st Floor and Cellar New York 10002",(212)233-5032,10002
956,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 0.87 miles
116 West 11th Street. Room 105C New York 10011
(212)632-4646
Handicap Accessible",116 West 11th Street. Room 105C New York 10011,(212)632-4646,10011
957,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 10.39 miles
3201 Kingsbridge Avenue, Room 297 Bronx 10463
(718)796-8695
Handicap Accessible","3201 Kingsbridge Avenue, Room 297 Bronx 10463",(718)796-8695,10463
958,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 2.42 miles
334 Amsterdam Avenue, 2nd Floor New York 10023
(212)633-4646
Handicap Accessible","334 Amsterdam Avenue, 2nd Floor New York 10023",(212)633-4646,10023
959,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 40.86 miles
1349 East Main Street, Room 115 Shrub Oak 10588
(914)965-1109
Handicap Accessible","1349 East Main Street, Room 115 Shrub Oak 10588",(914)965-1109,10588
960,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 22.91 miles
45 South Goodwin Avenue, Room 216 Elmsford 10523
(914)528-2021
Handicap Accessible","45 South Goodwin Avenue, Room 216 Elmsford 10523",(914)528-2021,10523
961,"KOREAN COMMUNITY SERVICES OF METROPOLITAN NEW, INC.","Distance: 10.12 miles
42-16 162nd Street, 2nd Floor Flushing 11358
(718)939-6137
Handicap Accessible","42-16 162nd Street, 2nd Floor Flushing 11358",(718)939-6137,11358
962,"LOWER EASTSIDE SERVICE CENTER, INC.","Distance: 2.39 miles
46 East Broadway, 1st Floor New York 10002
(212)343-3681
Handicap Accessible","46 East Broadway, 1st Floor New York 10002",(212)343-3681,10002
963,"LOWER EASTSIDE SERVICE CENTER, INC.","Distance: 2.39 miles
62 East Broadway New York 10002
(212)343-3681
Handicap Accessible",62 East Broadway New York 10002,(212)343-3681,10002
965,METROPOLITAN CENTER FOR MENTAL HEALTH INC,"Distance: 6.89 miles
1090 St Nicholas Ave, Bsmt / Apt. 1 New York 10032
(212)543-4445
Handicap Accessible","1090 St Nicholas Ave, Bsmt / Apt. 1 New York 10032",(212)543-4445,10032
966,NEIGHBORHOOD COUNSELING CENTER,"Distance: 8.98 miles
7706 13th Avenue Brooklyn 11228
(718)232-1351
Handicap Accessible",7706 13th Avenue Brooklyn 11228,(718)232-1351,11228
967,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 6.79 miles
100-30 Ditmars Boulevard East Elmhurst 11369
(718)471-8671
Handicap Accessible",100-30 Ditmars Boulevard East Elmhurst 11369,(718)471-8671,11369
968,NEW YORK CITY CHILDREN'S CENTER (NYSOMH),"Distance: 3.11 miles
110 East 88th Street New York 10128
(518)549-5272
Handicap Accessible",110 East 88th Street New York 10128,(518)549-5272,10128
969,NEW YORK PSYCHOTHERAPY AND COUNSELING CENTER,"Distance: 6.47 miles
102 Pilling Street Brooklyn 11207
(718)602-1000
Handicap Accessible",102 Pilling Street Brooklyn 11207,(718)602-1000,11207
970,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 4.06 miles
2050 Second Avenue New York 10029
(212)426-3400
Handicap Accessible",2050 Second Avenue New York 10029,(212)426-3400,10029
971,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 4.38 miles
35 East 110th Street New York 10026
(212)426-3400
Handicap Accessible",35 East 110th Street New York 10026,(212)426-3400,10026
974,NYC HEALTH + HOSPITALS / ELMHURST,"Distance: 5.74 miles
33-34 80th Street Jackson Heights 11372
(718)334-6140
Handicap Accessible",33-34 80th Street Jackson Heights 11372,(718)334-6140,11372
975,NYC HEALTH + HOSPITALS / ELMHURST,"Distance: 5.74 miles
78-07 41st Avenue Elmhurst 11373
(718)334-4000
Handicap Accessible",78-07 41st Avenue Elmhurst 11373,(718)334-4000,11373
976,NYC HEALTH + HOSPITALS / HARLEM,"Distance: 5.48 miles
15 West 136th Street New York 10037
(718)579-4061
Handicap Accessible",15 West 136th Street New York 10037,(718)579-4061,10037
977,NYC HEALTH + HOSPITALS / HARLEM,"Distance: 5.46 miles
506 Lenox Ave New York 10037
(718)579-4061
Handicap Accessible",506 Lenox Ave New York 10037,(718)579-4061,10037
978,NYC HEALTH + HOSPITALS / METROPOLITAN,"Distance: 3.69 miles
1900 2nd Ave New York 10029
(718)579-4061
Handicap Accessible",1900 2nd Ave New York 10029,(718)579-4061,10029
979,OHEL CHILDREN'S HOME AND FAMILY SERVICES DBA TIKVAH AT OHEL,"Distance: 8.48 miles
71-02 113th St, Room 300 Forest Hills 11375
(718)435-5533
Handicap Accessible","71-02 113th St, Room 300 Forest Hills 11375",(718)435-5533,11375
1001,"PROMESA RESIDENTIAL HEALTH CARE FACILITY, INC. DBA CASA PROMESA","Distance: 7.23 miles
915 Westchester Avenue Bronx 10459
(347)352-2500
Handicap Accessible",915 Westchester Avenue Bronx 10459,(347)352-2500,10459
1002,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 8.31 miles
1776 Clay Avenue, 2nd FL. Bronx 10457
(718)960-7663
Handicap Accessible","1776 Clay Avenue, 2nd FL. Bronx 10457",(718)960-7663,10457
1003,RAINBOW HEIGHTS CLUB,"Distance: 4.27 miles
25 Flatbush Avenue, Third Floor Brooklyn 11217
(718)852-5217
Handicap Accessible","25 Flatbush Avenue, Third Floor Brooklyn 11217",(718)852-5217,11217
1005,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 9.08 miles
110 Henderson Avenue Staten Island 10310
(718)818-1234
Handicap Accessible",110 Henderson Avenue Staten Island 10310,(718)818-1234,10310
1006,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER (NYSOMH),"Distance: 26.22 miles
1606 Old Orchard St, Southern Westchester BOCES, White Plains 10604
(914)328-0793
Handicap Accessible","1606 Old Orchard St, Southern Westchester BOCES, White Plains 10604",(914)328-0793,10604
1007,SAMARITAN DAYTOP VILLAGE INC,"Distance: 73.43 miles
751 Briggs Highway Ellenville 12428
(845)647-8006
Handicap Accessible",751 Briggs Highway Ellenville 12428,(845)647-8006,12428
1008,SAMARITAN DAYTOP VILLAGE INC,"Distance: 10.04 miles
8873 Van Wyck Expressway Jamaica 11435
(718)657-8010
Handicap Accessible",8873 Van Wyck Expressway Jamaica 11435,(718)657-8010,11435
1009,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 4.35 miles
2740 Hoyt Avenue Astoria 11102
(718)224-0566
Handicap Accessible",2740 Hoyt Avenue Astoria 11102,(718)224-0566,11102
1010,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 6.99 miles
93-29 Queens Boulevard Rego Park 11374
(718)224-0566
Handicap Accessible",93-29 Queens Boulevard Rego Park 11374,(718)224-0566,11374
1011,"SBH COMMUNITY SERVICE NETWORK, INC.","Distance: 9.98 miles
1955 McDonald Avenue Brooklyn 11223
(718)787-1100
Handicap Accessible",1955 McDonald Avenue Brooklyn 11223,(718)787-1100,11223
1014,ST. BARNABAS HOSPITAL,"Distance: 9.03 miles
4451 Third Avenue, 2nd Floor Bronx 10457
(718)960-6214
Handicap Accessible","4451 Third Avenue, 2nd Floor Bronx 10457",(718)960-6214,10457
1015,"ST. JOHN’S EPISCOPAL HOSPITAL DBA EPISCOPAL HEALTH SERVICES, INC.","Distance: 16.33 miles
521 Beach 20th Street Far Rockaway 11691
(718)869-8822
Handicap Accessible",521 Beach 20th Street Far Rockaway 11691,(718)869-8822,11691
1016,"START TREATMENT & RECOVERY CENTERS, INC","Distance: 4.86 miles
119 West 124th Street New York 10027
(718)260-2927
Handicap Accessible",119 West 124th Street New York 10027,(718)260-2927,10027
1017,"START TREATMENT & RECOVERY CENTERS, INC","Distance: 4.91 miles
119-121 West 124th Street 4th and 5th Fl New York 10027
(800)211-0996
Handicap Accessible",119-121 West 124th Street 4th and 5th Fl New York 10027,(800)211-0996,10027
1018,THE BROOKDALE HOSPITAL MEDICAL CENTER,"Distance: 7.83 miles
One Brookdale Plaza, Strausberg 1st Floor Brooklyn 11212
(888)692-9355
Handicap Accessible","One Brookdale Plaza, Strausberg 1st Floor Brooklyn 11212",(888)692-9355,11212
1019,"THE CHILD CENTER OF NY, INC.","Distance: 5.22 miles
67-14 41st Avenue Woodside 11377
(718)458-4243
Handicap Accessible",67-14 41st Avenue Woodside 11377,(718)458-4243,11377
1020,THE CHILDREN'S AID SOCIETY,"Distance: 4.56 miles
14-32 West 118th Street New York 10026
(212)369-8339
Handicap Accessible",14-32 West 118th Street New York 10026,(212)369-8339,10026
1021,THE ELIZABETH L STURZ OUTPATIENT CTR,"Distance: 5.96 miles
226 East 144th Street Bronx 10451
(718)401-5700
Handicap Accessible",226 East 144th Street Bronx 10451,(718)401-5700,10451
1022,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 80.77 miles
3 Family Practice Drive Kingston 12401
(212)423-4200
Handicap Accessible",3 Family Practice Drive Kingston 12401,(212)423-4200,12401
1023,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 16.2 miles
50 West Hawthorne Avenue Valley Stream 11580
(516)872-9698
Handicap Accessible",50 West Hawthorne Avenue Valley Stream 11580,(516)872-9698,11580
1024,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 14.71 miles
88-02 Rockaway Beach Boulevard Far Rockaway 11693
(718)634-3445
Handicap Accessible",88-02 Rockaway Beach Boulevard Far Rockaway 11693,(718)634-3445,11693
1025,TRI CENTER INC,"Distance: 0.53 miles
1369 Broadway 2nd & 3rd Floors New York 10018
(212)268-8830
Handicap Accessible",1369 Broadway 2nd & 3rd Floors New York 10018,(212)268-8830,10018
1026,UNION SETTLEMENT ASSOCIATION DBA JAMES WELDON JOHNSON COUNSE,"Distance: 4.48 miles
210 East 115th Street Apt 1A New York 10029
(212)828-6144
Handicap Accessible",210 East 115th Street Apt 1A New York 10029,(212)828-6144,10029
1027,UNION SETTLEMENT ASSOCIATION DBA JAMES WELDON JOHNSON COUNSE,"Distance: 4.04 miles
212 East 106th Street Room 118 New York 10029
(212)828-6144
Handicap Accessible",212 East 106th Street Room 118 New York 10029,(212)828-6144,10029
